,DiaChi,GiaBan,DuAn,DienTich(m2),TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
361,"Số 29, Hòa Hảo, Phường 2, Quận 10, Tp Hồ Chí Minh",2.2,Cao Ốc B Ngô Gia Tự,53.0,Đã bàn giao,41.51,2.0,1.0,10.0,,,,Tây Nam,, Quận 10
362,"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.75,Safira Khang Điền (Sapphire Khang Điền),67.0,Đã bàn giao,41.04,2.0,2.0,,,,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
363,"Ehomes nam SG, Đường Nguyễn Văn Linh Giao Nhau Ql50 Bình Hưng Bình Chánh, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.0,,40.0,Chưa bàn giao,25.0,1.0,1.0,7.0,,,Nam,Bắc,, Thành phố Thủ Đức
364,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.6,Celadon City,112.0,Đã bàn giao,50.0,2.0,2.0,,,,,,, Quận Tân Phú
365,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.4,Vinhomes Grand Park,80.0,Chưa bàn giao,55.0,2.0,2.0,,,,,,, Thành phố Thủ Đức
366,"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.8,Lovera Vista,65.0,Chưa bàn giao,27.69,2.0,2.0,,,,,,, Huyện Bình Chánh
367,"195, 195 Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh, Phường 4, Quận 8, Tp Hồ Chí Minh",1.58,Topaz City,74.0,Đã bàn giao,21.35,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 8
368,"Phường Tân Phú, Quận 7, Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",2.31,Star Hill,100.0,Đã bàn giao,23.1,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
369,"36 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.816,Centana Thủ Thiêm,88.0,Đã bàn giao,20.64,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
370,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.999,Mizuki Park,86.0,Chưa bàn giao,46.5,2.0,2.0,,,,,,, Huyện Bình Chánh
371,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.5,Lavita Charm,68.0,Chưa bàn giao,36.76,2.0,2.0,,,Nội thất đầy đủ,,,, Thành phố Thủ Đức
372,"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.57,Skyway Residence,57.0,Đã bàn giao,27.54,1.0,1.0,,,,Tây Bắc,Đông Nam,, Huyện Bình Chánh
373,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.0,Celadon City,96.0,Đã bàn giao,52.08,2.0,2.0,,,Nhà trống,,,, Quận Tân Phú
374,"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",2.496,,58.0,Đã bàn giao,43.03,2.0,1.0,,Đang chờ sổ,Nhà trống,,,, Huyện Bình Chánh
375,"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Lavita Garden,51.0,Đã bàn giao,39.22,1.0,1.0,,,,,,, Thành phố Thủ Đức
376,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.65,Topaz Elite,85.0,Đã bàn giao,31.18,3.0,2.0,7.0,,,,Tây Bắc,, Quận 8
377,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.79,Topaz Elite,79.0,Đã bàn giao,35.32,2.0,2.0,18.0,,,,Tây Bắc,, Quận 8
378,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.15,Celadon City,84.0,Đã bàn giao,49.4,2.0,2.0,,Đang chờ sổ,Nhà trống,,,, Quận Tân Phú
379,"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.39,Dream Home Riverside,57.0,Chưa bàn giao,24.39,2.0,2.0,16.0,,,,Tây Bắc,, Quận 8
380,"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Lavita Garden,72.0,Đã bàn giao,30.56,2.0,2.0,,,,,,, Thành phố Thủ Đức
381,"Số 9, Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh",2.85,Galaxy 9,45.0,Đã bàn giao,63.33,1.0,1.0,,,,,,, Quận 4
382,"Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",2.1,The Western Capital,51.0,Đã bàn giao,41.18,2.0,1.0,,Đang chờ sổ,,,,, Quận 6
383,"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",1.44,Central Plaza - 91 Phạm Văn Hai,65.0,Đã bàn giao,22.15,2.0,1.0,,Đã có sổ,Nhà trống,,,, Quận Tân Bình
384,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.09,MT Eastmark City,65.4,Chưa bàn giao,47.25,1.0,1.0,,,,Đông,Nam,, Thành phố Thủ Đức
385,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.05,Celadon City,84.0,Đã bàn giao,36.31,3.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Tân Phú
386,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.39,Celadon City,71.0,Đã bàn giao,47.75,2.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Tân Phú
387,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.42,Celadon City,53.0,Đã bàn giao,45.66,2.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Tân Phú
388,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.65,Celadon City,70.0,Đã bàn giao,37.86,2.0,2.0,,Đang chờ sổ,Nhà trống,,,, Quận Tân Phú
389,"Đường Hoàng Trọng Mậu, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",12.0,,279.0,Đã bàn giao,43.01,4.0,4.0,25.0,,,,,, Quận 7
390,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",5.0,Richmond City,86.0,Đã bàn giao,58.14,3.0,3.0,,,,,,, Quận Bình Thạnh
391,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Lavita Charm,66.0,Đã bàn giao,30.3,2.0,2.0,,,,,,, Thành phố Thủ Đức
392,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.3,Vinhomes Grand Park,59.0,Đã bàn giao,38.98,2.0,2.0,,,Bàn giao thô,,,, Thành phố Thủ Đức
393,"Đường Thống Nhất, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.2,,58.0,Chưa bàn giao,20.69,2.0,2.0,29.0,Đã có sổ,,,,, Thành phố Thủ Đức
394,"56 Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.43,,75.0,Đã bàn giao,19.07,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
395,"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.826,The Origami – Vinhomes Grand Park,67.8,Đã bàn giao,41.68,2.0,2.0,24.0,,,,Đông Bắc,, Thành phố Thủ Đức
396,"Đường Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",1.58,,70.0,Đã bàn giao,22.57,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Phú Nhuận
397,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.62,Topaz City,95.0,Chưa bàn giao,27.58,3.0,2.0,22.0,,,,Đông Bắc,, Quận 8
398,"Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",2.45,Tecco Town Bình Tân,86.3,Đã bàn giao,28.39,3.0,2.0,3.0,,,,,, Quận Bình Tân
399,"Đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp H",1.57,,62.0,Đã bàn giao,25.32,2.0,2.0,,,,,,, Quận Bình Tân
400,"523A, Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.48,The Art,66.0,Đã bàn giao,22.42,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
401,"159, Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.4,Masteri Thảo Điền,66.4,Đã bàn giao,66.27,2.0,,,Đã có sổ,Nội thất cao cấp,,,Căn góc, Thành phố Thủ Đức
402,"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.95,Căn hộ RichStar,64.0,Đã bàn giao,46.09,2.0,2.0,,,,,,, Quận Tân Phú
403,"Đường Số 1, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.7,,95.0,Đã bàn giao,38.95,3.0,2.0,,Đã có sổ,Nhà trống,,,, Huyện Bình Chánh
404,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",4.2,Sunrise Riverside,103.0,Đã bàn giao,40.78,3.0,2.0,,,Nội thất cao cấp,,,, Huyện Nhà Bè
405,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.0,Celadon City,63.0,Đã bàn giao,47.62,2.0,1.0,,,,,,, Quận Tân Phú
406,"Đường Phạm Văn Hai, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",3.3,,70.0,Đã bàn giao,47.14,2.0,,,,,,,, Quận Tân Bình
407,"Đường Số 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",2.0,,62.0,Chưa bàn giao,32.26,2.0,2.0,8.0,,,,Đông Nam,, Quận Gò Vấp
408,"523A, Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.88,The Art,70.0,Đã bàn giao,26.86,2.0,2.0,9.0,,,,,, Thành phố Thủ Đức
409,"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.6,Fresca Riverside,110.0,Đã bàn giao,50.91,2.0,2.0,1.0,,,,,, Thành phố Thủ Đức
410,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.038697,Mizuki Park,78.0,Đã bàn giao,38.96,2.0,2.0,,,Nội thất cao cấp,Đông Bắc,,, Huyện Bình Chánh
411,"undefined, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.375,,52.0,Đã bàn giao,26.44,2.0,,17.0,Đã có sổ,,,,, Thành phố Thủ Đức
412,"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.55,Skyway Residence,57.0,Đã bàn giao,27.19,1.0,1.0,,Đã có sổ,,,,, Huyện Bình Chánh
413,"nguyễn xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.8,,95.0,Chưa bàn giao,18.95,3.0,2.0,7.0,,,,,, Thành phố Thủ Đức
414,"Nguyễn Phúc Nguyên, Phường 10, Quận 3, Tp Hồ Chí Minh",3.85,Cao ốc Nguyễn Phúc Nguyên,82.0,Đã bàn giao,46.95,2.0,2.0,8.0,,,,,, Quận 3
415,"Mai Chí Thọ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.9,New City Thủ Thiêm,86.0,Đã bàn giao,56.98,3.0,2.0,,,,,,Căn góc, Thành phố Thủ Đức
416,"96, Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",1.36,Vision Bình Tân,50.0,Chưa bàn giao,27.2,1.0,1.0,,Đang chờ sổ,Nhà trống,,,, Quận Bình Tân
417,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",1.46,Conic Đông Nam Á,68.0,Đã bàn giao,21.47,2.0,1.0,7.0,Đã có sổ,,,,, Huyện Bình Chánh
418,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.43,Richmond City,71.0,Đã bàn giao,20.14,2.0,2.0,,Đã có sổ,Nhà trống,,,, Quận Bình Thạnh
419,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.8,,83.0,Chưa bàn giao,45.78,2.0,2.0,,Đang chờ sổ,Nhà trống,,,, Huyện Bình Chánh
420,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.65,Green Town Bình Tân,53.0,Đã bàn giao,31.13,2.0,1.0,,Đang chờ sổ,,,,, Quận Bình Tân
421,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.2,Lumiere Boulevard,75.0,Chưa bàn giao,56.0,2.0,2.0,,,,,,, Thành phố Thủ Đức
422,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.0,Richmond City,38.0,Chưa bàn giao,52.63,1.0,1.0,,Đang chờ sổ,Nhà trống,,,, Quận Bình Thạnh
423,"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",1.36,Melody Residences,74.0,Đã bàn giao,18.38,2.0,2.0,,Đã có sổ,Nhà trống,,,, Quận Tân Phú
424,"159, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",8.0,Masteri Thảo Điền,120.0,Đã bàn giao,66.67,3.0,4.0,,,,Đông Bắc,Tây Nam,, Thành phố Thủ Đức
425,"số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",1.61,Garden Gate,50.0,Đã bàn giao,32.2,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Phú Nhuận
426,"Nguyễn Văn Trỗi, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",1.47,,75.0,Đã bàn giao,19.6,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Phú Nhuận
427,"561A, Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",2.15,Pearl Plaza,92.0,Đã bàn giao,23.37,2.0,,8.0,Đã có sổ,,,,, Quận Bình Thạnh
428,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.14,,50.0,Đã bàn giao,22.8,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Bình
429,"Cầu Vượt Gò Dưa, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",0.9,,50.0,Đã bàn giao,18.0,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
430,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",2.7,Khu căn hộ Chánh Hưng Giai Việt,80.0,Đã bàn giao,33.75,2.0,2.0,,Đã có sổ,,,,, Quận 8
431,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.33,The Sun Avenue,25.0,Đã bàn giao,53.2,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
432,"Mai Chí Thọ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.6,New City Thủ Thiêm,61.0,Đã bàn giao,59.02,2.0,2.0,,,,,,, Thành phố Thủ Đức
433,"Phan Chu Trinh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",1.34,Chung cư 1050 Chu Văn An,62.0,Đã bàn giao,21.61,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
434,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.5,Richmond City,66.0,Đã bàn giao,37.88,2.0,,,,,,,, Quận Bình Thạnh
435,"Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",1.4,,75.0,Đã bàn giao,18.67,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Gò Vấp
436,"Đường Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.25,,69.0,Đã bàn giao,18.12,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
437,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.97,Lavita Charm,68.0,Đã bàn giao,28.97,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
438,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3.5,Richmond City,73.0,Đã bàn giao,47.95,2.0,,,,,,,, Quận Bình Thạnh
439,"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.1,Lotus Sen Hồng ( Violet Tower ),37.0,Chưa bàn giao,29.73,1.0,1.0,,Đã có sổ,,Bắc,,, Thành phố Thủ Đức
440,"146, Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",1.38,Kingston Residence,72.0,Đã bàn giao,19.17,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Phú Nhuận
441,"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.39,Lotus Sen Hồng ( Violet Tower ),52.0,Chưa bàn giao,26.73,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
442,"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.55,Lotus Sen Hồng ( Violet Tower ),50.0,Chưa bàn giao,31.0,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
443,"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.4,Lotus Sen Hồng ( Violet Tower ),50.0,Chưa bàn giao,28.0,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
444,"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.38,,50.0,Đã bàn giao,27.6,2.0,2.0,,,,,,, Huyện Bình Chánh
445,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.95,The Sun Avenue,76.0,Chưa bàn giao,51.97,2.0,2.0,,,,,,, Thành phố Thủ Đức
446,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Flora Novia,57.0,Đã bàn giao,38.6,2.0,2.0,,,,,,, Thành phố Thủ Đức
447,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.9,Saigon Riverside Complex Q7,53.0,Đã bàn giao,35.85,2.0,2.0,,,,,,, Quận 7
448,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",4.5,,111.0,Chưa bàn giao,40.54,3.0,3.0,,Đang chờ sổ,Nhà trống,,,, Huyện Bình Chánh
449,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.4,Saigon Riverside Complex Q7,73.0,Đã bàn giao,32.88,2.0,2.0,,,,,,, Quận 7
450,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.79,Saigon Pearl,85.0,Đã bàn giao,21.06,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
451,"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.05,La Astoria,89.0,Đã bàn giao,23.03,3.0,3.0,,Đã có sổ,,,,, Thành phố Thủ Đức
452,"quốc lộ 1k, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.45,,57.0,Đã bàn giao,25.44,2.0,2.0,16.0,,,,,, Thành phố Thủ Đức
453,"Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.4,,77.0,Đã bàn giao,44.16,2.0,2.0,,,,,,, Quận 7
454,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.92,Akari City,79.0,Đã bàn giao,36.96,2.0,2.0,,,,,,, Quận Bình Tân
455,"Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",1.25,Chung cư Phan Xích Long,48.0,Đã bàn giao,26.04,1.0,1.0,,Đã có sổ,,,,, Quận Phú Nhuận
456,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.32,Richmond City,73.0,Đã bàn giao,18.08,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Bình Thạnh
457,"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.37,Saigon Royal Residence,72.0,Đã bàn giao,19.03,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
458,"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.95,Lovera Vista,65.0,Đã bàn giao,30.0,2.0,2.0,,,,Tây Nam,Đông Bắc,, Huyện Bình Chánh
459,"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.9,Lovera Vista,65.0,Đã bàn giao,29.23,2.0,2.0,,,,,,, Huyện Bình Chánh
460,"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.52,The Pegasuite,60.0,Chưa bàn giao,25.33,2.0,2.0,,Đã có sổ,,,,, Quận 8
461,"Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh",6.4,,151.0,Đã bàn giao,42.38,2.0,3.0,,Đã có sổ,,,,, Quận 8
462,"Đường Nguyễn Cơ Thạch, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.0,Thu Thiem Zeit River,60.62,Chưa bàn giao,148.47,1.0,1.0,,Giấy tờ khác,,,,, Thành phố Thủ Đức
463,"Số 132, Số 132 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",1.865,Masteri Millennium,80.0,Đã bàn giao,23.31,2.0,2.0,,,,,,, Quận 4
464,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.55,,67.0,Đã bàn giao,23.13,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
465,"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",2.85,Osimi Tower,68.0,Đã bàn giao,41.91,2.0,2.0,,,,Đông Bắc,Tây Nam,, Quận Gò Vấp
466,"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",4.5,Vinhomes Central Park,63.0,Đã bàn giao,71.43,2.0,1.0,,,Nội thất đầy đủ,,,, Quận Bình Thạnh
467,"Số 584, Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7.5,The View Riviera Point,129.0,Đã bàn giao,58.14,3.0,,,,,,,, Quận 7
468,"Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",2.15,,65.0,Chưa bàn giao,33.08,2.0,1.0,,,,Đông Bắc,Tây Nam,, Quận Gò Vấp
469,"Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.4,,78.0,Chưa bàn giao,43.59,3.0,2.0,,,,,,, Quận 7
470,"32, Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",1.5,,69.0,Đã bàn giao,21.74,2.0,2.0,,,,,,, Quận Tân Bình
471,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.75,Vinhomes Grand Park,32.5,Chưa bàn giao,53.85,1.0,,,,,,,, Thành phố Thủ Đức
472,"Đường Nhật Tảo, Phường 7, Quận 10, Tp Hồ Chí Minh",1.44,,65.0,Đã bàn giao,22.15,2.0,2.0,2.0,Đã có sổ,,,,, Quận 10
473,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.55,Richmond City,70.0,Đã bàn giao,22.14,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
474,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.0,The Sun Avenue,76.0,Đã bàn giao,52.63,2.0,,,,,,,, Thành phố Thủ Đức
475,"83, 83 Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",1.725,Terra Royal,78.0,Đã bàn giao,22.12,2.0,2.0,,,,,,, Quận 3
476,"cc5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.38,,80.0,Đã bàn giao,29.75,2.0,,,,,,,Căn góc, Quận Tân Phú
477,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",2.868,Vinhomes Central Park,118.0,Đã bàn giao,24.31,3.0,2.0,,Đã có sổ,,,,, Quận Bình Thạnh
